pos_x_9,pos_y_9,pos_z_9,pos_x_13,pos_y_13,pos_z_13,roll_3,pitch_3,yaw_3,roll_9,pitch_9,yaw_9,roll_13,pitch_13,yaw_13
0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
4.525694974876959e-05,5.9956975066475085e-05,0.0003017523345138087,0.0003465752136357601,-0.0007950240423894564,-0.00032482131415133373,-0.00582208250633986,-0.0007193752797467982,-0.0010269328864747388,0.0002069746218344869,-7.319910850019456e-05,8.982632082015805e-05,-0.00010411182029050813,0.00021506546194208887,0.00012092088561141835
0.00011196158144979355,0.00014832810838231306,0.0007465078571551689,0.0008573955873156189,-0.0019668172417861905,-0.0008035784166380383,-0.0144033031028281,-0.0017796690767593961,-0.0025405386498819215,0.0005120364078710837,-0.00018108794326377733,0.0002222221557279131,-0.00025756318337956266,0.0005320524111309844,0.0002991472836441448
0.00012966789262674634,0.00017178565166901393,0.0008645653215431375,0.0009929895372596381,-0.0022778621346888402,-0.0009306613795243433,-0.016681132367226317,-0.0020611171775905966,-0.002942315467513393,0.0005930130773169337,-0.00020972633361431597,0.0002573657700711611,-0.00029829585090346804,0.0006161945376706824,0.00034645632325715355
8.9019620243108e-05,0.00011793431022134263,0.0005935415085419195,0.0006817073195342372,-0.0015637982393980079,-0.0006389177837466862,-0.011451933385159423,-0.0014149984603653183,-0.0020199588367447448,0.00040711542288967087,-0.0001439813526318913,0.00017668678538070173,-0.0002047861103438972,0.000423029962376416,0.00023784924473133358
0.000141854201262545,0.00018793022630528432,0.0009458179711443847,0.0010863116135888776,-0.0024919377276578867,-0.001018125797866887,-0.018248840635662383,-0.0022548228787618698,-0.0032188370000581926,0.0006487449955185429,-0.0002294366086770523,0.000281553243491472,-0.00032632997122615797,0.0006741050709849201,0.0003790166093735397
7.249590579880145e-05,9.604348592932819e-05,0.0004833690502545687,0.0005551696298449861,-0.0012735278980310714,-0.00052032263603444,-0.009326239335074486,-0.0011523481543501103,-0.0016450165159791392,0.00033154714956598364,-0.00011725570777183507,0.00014389039757607924,-0.00016677395976134302,0.00034450765144536236,0.00019369995505787177
8.760725944518296e-05,0.00011606319690910796,0.0005841245423010328,0.0006708915387980432,-0.0015389874468653255,-0.0006287808900102648,-0.011270240161469217,-0.0013925484841793216,-0.001987910725703051,0.0004006562416221057,-0.0001416969841125227,0.0001738835214653806,-0.0002015370302712189,0.00041631828540479457,0.00023407559406693837
0.00013425038244603256,0.00017785659169839116,0.0008951192366552131,0.0010280819903948828,-0.0023583622479435235,-0.000963551142830279,-0.01727064699338762,-0.0021339574797759092,-0.003046297497311781,0.0006139702806342637,-0.00021713810509571346,0.0002664611289706747,-0.00030883768722246525,0.0006379709785333702,0.00035870016050931975
8.986432781745987e-05,0.00011905338941812952,0.000599173626569253,0.0006881760433361259,-0.0015786371278809083,-0.0006449804774522429,-0.011560600832234565,-0.0014284253870799307,-0.0020391262351746363,0.00041097854295703593,-0.00014534759233052677,0.00017836336707686458,-0.00020672932666022316,0.0004270440955800994,0.00024010619727763454
0.00010657183708459255,0.00014118770739831134,0.0007105715434252259,0.0008161212235951065,-0.0018721361734319456,-0.0007648947700961736,-0.013709939176260476,-0.0016939971770400474,-0.002418239074478758,0.00048738736926011634,-0.00017237050904059736,0.00021152455217365794,-0.00024516428995266217,0.0005064398175274299,0.00028474656363368996
0.00020191399227753763,0.0002674981912780346,0.0013462687803524936,0.0015462461654641084,-0.0035470017145785597,-0.001449191089572163,-0.02597523537821401,-0.0032094945745519553,-0.004581663591122757,0.0009234177828317086,-0.0003265780020632687,0.0004007603505999454,-0.00046449514151601797,0.0009595150858111156,0.0005394888276623356
0.0002641684766095785,0.0003499737135037435,0.0017613527859124877,0.002022987557160479,-0.004640619646526698,-0.001896008286153046,-0.03398396654951081,-0.004199051699600404,-0.0059942903290269665,0.0012081276102428114,-0.0004272691175392651,0.0005243235008596564,-0.0006077091168509753,0.0012553544984352707,0.000705824990848349
0.0003194759821732087,0.00042324579106256446,0.002130117561545972,0.0024465293703578492,-0.005612200738309625,-0.0022929651455821103,-0.04109900329853653,-0.0050781841313661084,-0.00724928202969324,0.0014610666640718284,-0.0005167241100454127,0.0006340982374713829,-0.0007349418426957721,0.0015181811869093467,0.0008535996992818186
0.00044065690584490336,0.0005837877997363539,0.0029380957133980567,0.0033745261695950343,-0.007740973188348155,-0.0031627132637301407,-0.05668832913086929,-0.0070043979250535805,-0.009999018289486836,0.002015266096197382,-0.0007127235229364534,0.0008746190102464564,-0.0010137137576830004,0.0020940448160910855,0.0011773799074251965
0.00041584622437648266,0.0005509182975175306,0.002772669605462491,0.003184527345588994,-0.007305126575066462,-0.002984640322352079,-0.053496557804044734,-0.006610023336816134,-0.009436035037694369,0.0019017988509921991,-0.0006725944427652899,0.000825374590423185,-0.0009566377677043456,0.0019761420254539638,0.001111088882677869
0.00038742389725787224,0.0005132640418100289,0.002583162720708531,0.0029668707393033333,-0.0068058345652118315,-0.002780645627677431,-0.04984016614651307,-0.006158240359052341,-0.00879109934074017,0.0017718143858506787,-0.0006266238455833675,0.0007689617502210856,-0.0008912533299630182,0.0018410763406217837,0.0010351479943635114
