pos_x_9,pos_y_9,pos_z_9,pos_x_13,pos_y_13,pos_z_13,roll_3,pitch_3,yaw_3,roll_9,pitch_9,yaw_9,roll_13,pitch_13,yaw_13
-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
0.00025221904565592325,-5.485593924064547e-05,-0.0007750078182356679,-0.0002491673525559879,2.9332175087289203e-05,-0.0018123255650184596,0.0001895588727192758,-0.009633204180882288,8.007935433348782e-05,-0.0004551556604094932,-0.00036606992817323777,0.0002352485232323722,0.0006354291684899614,-0.0002844920903096508,-0.0003415731382587114
0.0007463811811810874,-0.00016233286673000063,-0.0022934479404399834,-0.000737350434535415,8.680146826868797e-05,-0.005363138586086361,0.0005609535749198717,-0.028507134726432015,0.00023697545488767416,-0.0013469229437222609,-0.0010832952946684042,0.0006961610301262391,0.001880398730797892,-0.0008418854406881982,-0.001010802977746025
0.001265059654951201,-0.000275141932233242,-0.0038872208106726382,-0.0012497532223620944,0.00014712192411319932,-0.009090114301158643,0.0009507738858163981,-0.048317437430027865,0.00040165547410736524,-0.0022829325248190156,-0.0018361035972462114,0.0011799402969516995,0.003187133638323482,-0.0014269321520407577,-0.0017132346024956754
0.00169278800865167,-0.0003681699607910181,-0.00520152606996363,-0.0016723063298307026,0.0001968652055054207,-0.012163565904619715,0.0012722393181618262,-0.06465400929530363,0.0005374588996789063,-0.003054813097113261,-0.0024569071821205755,0.0015788890095319468,0.004264732958488408,-0.0019093910920962008,-0.002292495045400576
0.0024683546184137966,-0.0005368504611534834,-0.007584653738078584,-0.0024384890674693095,0.00028706083498390277,-0.017736417037218503,0.0018551276241693649,-0.09427584648957088,0.0007837007058472211,-0.004454404200710565,-0.0035825621158740513,0.002302271730850213,0.006218660127898237,-0.0027841964241510876,-0.0033428230257328477
0.00276408009529799,-0.0006011687553952301,-0.00849334624399418,-0.002730636450578167,0.00032145265279124105,-0.019861359031946538,0.0020773843847036637,-0.10557072667161917,0.0008775933188624778,-0.004988071768840054,-0.004011777141251937,0.0025780993613064053,0.006963697416375532,-0.003117761872619934,-0.0037433156964575957
0.004318034474513905,-0.0009391433393023167,-0.013268270318192875,-0.004265788951274817,0.0005021720025543923,-0.03102733280288588,0.003245281280099886,-0.16492215187360226,0.0013709726472462141,-0.007792345053908022,-0.006267181631046456,0.004027496142308127,0.010878659256345184,-0.00487055468189916,-0.0058477922741056974
0.0048851279646834845,-0.0010624823439346082,-0.01501081076516429,-0.004826020964007322,0.0005681229520604349,-0.03510219569564276,0.003671488597011367,-0.18658160810636132,0.0015510243971900138,-0.008815724598306826,-0.007090259335880415,0.004556432828077213,0.012307368749624736,-0.005510211421538998,-0.006615790989744166
0.005271924616327988,-0.0011466080036995798,-0.016199342853660155,-0.005208137617478683,0.000613106022548662,-0.03788153164315553,0.003962191216500882,-0.20135484266556358,0.0016738320386252372,-0.009513739631095449,-0.007651654777358357,0.004917203922321731,0.013281846605133171,-0.005946501185719756,-0.007139618783266196
