ID_1,roll_1,pitch_1,yaw_1,quat_x_1,quat_y_1,quat_z_1,quat_w_1,ID_2,roll_2,pitch_2,yaw_2,quat_x_2,quat_y_2,quat_z_2,quat_w_2,ID_3,roll_3,pitch_3,yaw_3,quat_x_3,quat_y_3,quat_z_3,quat_w_3,ID_4,roll_4,pitch_4,yaw_4,quat_x_4,quat_y_4,quat_z_4,quat_w_4,ID_5,roll_5,pitch_5,yaw_5,quat_x_5,quat_y_5,quat_z_5,quat_w_5,ID_6,roll_6,pitch_6,yaw_6,quat_x_6,quat_y_6,quat_z_6,quat_w_6,ID_7,roll_7,pitch_7,yaw_7,quat_x_7,quat_y_7,quat_z_7,quat_w_7,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed,quat_x,quat_y,quat_z,quat_w,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate,man_vel_x,man_vel_y,man_vel_z,man_roll_rate,man_yaw_rate,man_pitch_rate,timestamp,state,maneuver,maneuver duration,maneuver max amplitude,instance,loop counter
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.040772344917058945,-0.00018011144129559398,1.0003916025161743,0.055701740086078644,-0.00014582584844902158,-0.0028418879956007004,0.05577437952160835,-2.800538277369924e-05,-0.028661129996180534,0.0007366358768194914,0.9995889067649841,-9.83749923761934e-05,-0.05733005329966545,0.0014766979729756713,4.2992633098037913e-05,-0.016967151314020157,9.17380239116028e-05,0.0006827029283158481,0.00010439817560836673,0.00021935785480309278,-0.0006226202822290361,-3.5294368672111887e-07,0.001373773324303329,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.040772344917058945,-0.00018011144129559398,1.0003916025161743,0.055701740086078644,-0.00014582584844902158,-0.0028418879956007004,0.05577437952160835,-2.800538277369924e-05,-0.028661129996180534,0.0007366358768194914,0.9995889067649841,-9.83749923761934e-05,-0.05733005329966545,0.0014766979729756713,4.2992633098037913e-05,-0.016967151314020157,9.17380239116028e-05,0.0006827029283158481,0.00010439817560836673,0.00021935785480309278,-0.0006226202822290361,-3.5294368672111887e-07,0.001373773324303329,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.04139634221792221,-0.00018185158842243254,1.0003571510314941,0.048865463584661484,-0.00014426332199946046,-0.002890615491196513,0.04895109683275223,-2.7969370421487838e-05,-0.028760574758052826,0.000737145368475467,0.9995860457420349,-9.845673048403114e-05,-0.057512760162353516,0.0014776511816307902,8.469323233839532e-07,-0.016265444457530975,8.197753049898893e-05,0.0006827029283158481,0.00010439817560836673,0.00021935785480309278,-0.0006226202822290361,-3.5294368672111887e-07,0.001373773324303329,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0422537736594677,-0.0001846973318606615,1.0002985000610352,0.03744293004274368,-0.00014027142606209964,-0.002974404487758875,0.03756114840507507,-2.7664826120599173e-05,-0.028917580842971802,0.0007379631279036403,0.999581515789032,-9.81508637778461e-05,-0.0578431710600853,0.0014793833252042532,0.0001029416816891171,-0.015199142508208752,8.762421930441633e-05,0.0006827029283158481,0.00010439817560836673,0.00021935785480309278,-0.0006226202822290361,-3.5294368672111887e-07,0.001373773324303329,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0422537736594677,-0.0001846973318606615,1.0002985000610352,0.03744293004274368,-0.00014027142606209964,-0.002974404487758875,0.03756114840507507,-2.7664826120599173e-05,-0.028917580842971802,0.0007379631279036403,0.999581515789032,-9.81508637778461e-05,-0.0578431710600853,0.0014793833252042532,0.0001029416816891171,-0.015199142508208752,8.762421930441633e-05,0.0006827029283158481,0.00010439817560836673,0.00021935785480309278,-0.0006226202822290361,-3.5294368672111887e-07,0.001373773324303329,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0424664169549942,-0.00018553482368588448,1.000280499458313,0.03400912135839462,-0.00013912197027821094,-0.002999568358063698,0.034141428768634796,-2.7324720576871186e-05,-0.02896254137158394,0.0007382131880149245,0.9995802044868469,-9.755122300703079e-05,-0.057933125644922256,0.0014798727352172136,0.00013248912000562996,-0.014841904863715172,8.678642916493118e-05,0.0006827029283158481,0.00010439817560836673,0.00021935785480309278,-0.0006226202822290361,-3.5294368672111887e-07,0.001373773324303329,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0424664169549942,-0.00018553482368588448,1.000280499458313,0.03400912135839462,-0.00013912197027821094,-0.002999568358063698,0.034141428768634796,-2.7324720576871186e-05,-0.02896254137158394,0.0007382131880149245,0.9995802044868469,-9.755122300703079e-05,-0.057933125644922256,0.0014798727352172136,0.00013248912000562996,-0.014841904863715172,8.678642916493118e-05,0.0006827029283158481,0.00010439817560836673,0.00021935785480309278,-0.0006226202822290361,-3.5294368672111887e-07,0.001373773324303329,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.07089252222872823,-0.15104349660472746,-0.5310373633523747,-0.014312744140625,0.08203125,0.2589111328125,-0.9622802734375,2.0,-0.18074313535022196,0.6091537300548683,-2.34370111701514,-0.24176025390625,-0.195343017578125,0.86492919921875,-0.39398193359375,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.3988283130362097,-0.1896924199675179,-0.4217829893800255,0.17340087890625,-0.132049560546875,-0.1859130859375,0.95806884765625,6.0,-0.19105226687037025,-0.4960198052449509,-1.0927445998166345,0.205963134765625,0.160736083984375,0.521392822265625,-0.81231689453125,7.0,-1.0031258374983292,-1.1647698952779018,0.5909815741009646,-0.243682861328125,-0.578277587890625,-0.03973388671875,0.77752685546875,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0424664169549942,-0.00018553482368588448,1.000280499458313,0.03400912135839462,-0.00013912197027821094,-0.002999568358063698,0.034141428768634796,-2.7324720576871186e-05,-0.02896254137158394,0.0007382131880149245,0.9995802044868469,-9.755122300703079e-05,-0.057933125644922256,0.0014798727352172136,0.00013248912000562996,-0.014841904863715172,8.678642916493118e-05,0.0026940498501062393,0.000352098053554073,0.0005313787842169404,-0.0016285359160974622,-2.3842203518142924e-06,0.021772103384137154,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.0731813219922871,-0.16037685481488853,-0.5329220738026788,-0.01409912109375,0.086822509765625,0.25946044921875,-0.961700439453125,2.0,-0.167957755724917,0.602318653127179,-2.432966982194611,-0.249420166015625,-0.17767333984375,0.88385009765625,-0.353485107421875,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.4263797893748947,-0.20672671145122942,-0.4321618876291474,0.183929443359375,-0.14361572265625,-0.187103271484375,0.954193115234375,6.0,-0.19397739099834183,-0.5272476486211662,-1.110429458390862,0.216156005859375,0.171112060546875,0.5279541015625,-0.803253173828125,7.0,-1.0484647401402343,-1.162264887737269,0.6189576469639608,-0.253753662109375,-0.580078125,-0.041351318359375,0.77288818359375,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0424664169549942,-0.00018553482368588448,1.000280499458313,0.03400912135839462,-0.00013912197027821094,-0.002999568358063698,0.034141428768634796,-2.7324720576871186e-05,-0.02896254137158394,0.0007382131880149245,0.9995802044868469,-9.755122300703079e-05,-0.057933125644922256,0.0014798727352172136,0.00013248912000562996,-0.014841904863715172,8.678642916493118e-05,0.0027710318099707365,0.00039897169335745275,0.0003779615799430758,-0.0010996493510901928,-1.84824193638633e-06,0.02301015891134739,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
1.0,0.0731813219922871,-0.16037685481488853,-0.5329220738026788,-0.01409912109375,0.086822509765625,0.25946044921875,-0.961700439453125,2.0,-0.167957755724917,0.602318653127179,-2.432966982194611,-0.249420166015625,-0.17767333984375,0.88385009765625,-0.353485107421875,3.0,0.5076159484446658,1.0532333820265198,-2.4467272675811134,-0.531341552734375,0.0384521484375,0.82977294921875,-0.166259765625,4.0,0.4263797893748947,-0.20672671145122942,-0.4321618876291474,0.183929443359375,-0.14361572265625,-0.187103271484375,0.954193115234375,6.0,-0.19397739099834183,-0.5272476486211662,-1.110429458390862,0.216156005859375,0.171112060546875,0.5279541015625,-0.803253173828125,7.0,-1.0484647401402343,-1.162264887737269,0.6189576469639608,-0.253753662109375,-0.580078125,-0.041351318359375,0.77288818359375,8.0,1.9749956167820097,-0.33763426846876665,0.9859046825632567,0.768585205078125,0.307830810546875,0.380462646484375,0.41192626953125,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,0.0424664169549942,-0.00018553482368588448,1.000280499458313,0.03400912135839462,-0.00013912197027821094,-0.002999568358063698,0.034141428768634796,-2.7324720576871186e-05,-0.02896254137158394,0.0007382131880149245,0.9995802044868469,-9.755122300703079e-05,-0.057933125644922256,0.0014798727352172136,0.00013248912000562996,-0.014841904863715172,8.678642916493118e-05,0.003080217633396387,0.00028325640596449375,0.00025611594901420176,-0.0008561009308323264,-9.692688536233618e-07,0.024796243757009506,1624991232.0,0.0,0.0,8.0,0.0,0.0,0.0
